Source,Target
It's not being <b>reasonable</b>,fair
It's not being <b>impartial</b>,fair
"I erm got, check you've got two days, you've got <b>offer</b> me the estimate, it's got to be on because she's expecting it to be done straight away on the computer and sent.",give
"I erm got, check you've got two days, you've got <b>show</b> me the estimate, it's got to be on because she's expecting it to be done straight away on the computer and sent.",give
"I erm got, check you've got two days, you've got <b>get</b> me the estimate, it's got to be on because she's expecting it to be done straight away on the computer and sent.",give
"I erm got, check you've got two days, you've got <b>provide</b> me the estimate, it's got to be on because she's expecting it to be done straight away on the computer and sent.",give
"I erm got, check you've got two days, you've got <b>hand</b> me the estimate, it's got to be on because she's expecting it to be done straight away on the computer and sent.",give
"She was in first thing, I mean I sent it off that evening she was in first thing the next morning yes that's <b>okay</b>.",fine
"She was in first thing, I mean I sent it off that evening she was in first thing the next morning yes that's <b>OK</b>.",fine
"She was in first thing, I mean I sent it off that evening she was in first thing the next morning yes that's <b>great</b>.",fine
"They'd come down from, they'd <b>descended</b> down from, erm, somewhere or other.",come
"They'd come down from, they'd <b>arrive</b> down from, erm, somewhere or other.",come
"They'd come down from, they'd <b>travelled</b> down from, erm, somewhere or other.",come
They're just doing a kind of tour of loads and <b>lots</b> of houses cos they keep moving with his job.,loads
They're just doing a kind of tour of loads and <b>bunches</b> of houses cos they keep moving with his job.,loads
They're just doing a kind of tour of loads and <b>masses</b> of houses cos they keep moving with his job.,loads
They're just doing a kind of tour of loads and <b>heaps</b> of houses cos they keep moving with his job.,loads
They're just doing a kind of tour of loads and <b>multiples</b> of houses cos they keep moving with his job.,loads
They're just doing a kind of tour of loads and <b>stacks</b> of houses cos they keep moving with his job.,loads
"Hold my hand nicely sweetheart, there's a good girl we're coming up to a <b>traffic-filled</b> road in a minute and it's dangerous Walk nicely darling, there's a good girl walk nicely just stand still a minute sweetheart hold my hand Charlotte please hold my hand there's a good girl.",busy
"Hold my hand nicely sweetheart, there's a good girl we're coming up to a <b>traffic</b> road in a minute and it's dangerous Walk nicely darling, there's a good girl walk nicely just stand still a minute sweetheart hold my hand Charlotte please hold my hand there's a good girl.",busy
"Hold my hand nicely sweetheart, there's a good girl we're coming up to a <b>bustling</b> road in a minute and it's dangerous Walk nicely darling, there's a good girl walk nicely just stand still a minute sweetheart hold my hand Charlotte please hold my hand there's a good girl.",busy
"Hold my hand nicely sweetheart, there's a good girl we're coming up to a <b>hectic</b> road in a minute and it's dangerous Walk nicely darling, there's a good girl walk nicely just stand still a minute sweetheart hold my hand Charlotte please hold my hand there's a good girl.",busy
Little <b>nip</b> further.,bit
Little <b>more</b> further.,bit
Little <b>way</b> further.,bit
<b>Drained</b>.,Exhausted
<b>Defeated</b>.,Exhausted
<b>Wearied</b>.,Exhausted
<b>Tired</b>.,Exhausted
Alright <b>then</b>.,there
"Yeah, still Natalie to learn, the <b>method</b>, how I look at it.",way
"Yeah, still Natalie to learn, the <b>manner</b>, how I look at it.",way
"Yeah, still Natalie to learn, the <b>means</b>, how I look at it.",way
"Yeah, she's only <b>travelling</b> up for six weeks, mm, a monster.",coming
"Yeah, she's only <b>staying</b> up for six weeks, mm, a monster.",coming
", we'll get some of those, I'll put them in, in the trolley, <b>get</b> on, now Charlotte please don't start being naughty, don't start.",come
", we'll get some of those, I'll put them in, in the trolley, <b>move</b> on, now Charlotte please don't start being naughty, don't start.",come
"Alright, I can open this up, I got the little box, there you are, just a minute and, oh Charlotte, oh you are a menace, <b>here</b> you are, now you be quiet for a minute will you?",there
"Alright, I can open this up, I got the little box, there you are, just a minute and, oh Charlotte, oh you are a menace, <b>oh</b> you are, now you be quiet for a minute will you?",there
"Alright, I can open this up, I got the little box, there you are, just a minute and, oh Charlotte, oh you are a menace, <b>as</b> you are, now you be quiet for a minute will you?",there
Four <b>plus</b> four equals eight.,add
Five add five <b>plus</b> five,add
<b>plus</b> six add six,add
<b>total</b> six add six,add
<b>count</b> six add six,add
<b>combine</b> six add six,add
add six <b>plus</b> six,add
<b>plus</b> six,add
<b>append</b> six,add
<b>apply</b> six,add
<b>Have</b> a look.,Take
Seven <b>plus</b> seven add seven is twenty one,add
Do it that <b>method</b> on.,way
Do it that <b>manner</b> on.,way
Do it that <b>style</b> on.,way
Do you <b>understand</b>,follow
Do you <b>comprehend</b>,follow
Two <b>also</b>.,addition
Two <b>inclusion</b>.,addition
Two <b>augmentation</b>.,addition
Same on the <b>pluses</b>.,adds
Same on the <b>builds</b>.,adds
Same on the <b>positives</b>.,adds
So you got to do eighteen <b>divided</b> by six is three and eighteen,shared
"A and <b>dividing</b> is eighteen shared by three is six, and eighteen shared by six is three!",division
You <b>understand</b> it?,got
You <b>understood</b> it?,got
You <b>found</b> it?,got
<b>Hold</b> on!,Hang
<b>Go</b> on!,Hang
Why do multiplication equation for this similar <b>row</b> I don't a get how you do that?,line
Why do multiplication equation for this similar <b>sentence</b> I don't a get how you do that?,line
"Yeah, cos it's being <b>divided</b> by",shared
"Yeah, cos it's being <b>provided</b> by",shared
"Yeah, cos it's being <b>given</b> by",shared
"And on that one is er, sixty three shared by nine six time sixty three <b>times</b> by nine",divided
"And on that one is er, sixty three shared by nine six time sixty three <b>split</b> by nine",divided
"And on that one is er, sixty three shared by nine six time sixty three <b>shared</b> by nine",divided
Well multiplication equation for this number <b>position</b> I would say is er I've already told you that.,line
Well multiplication equation for this number <b>row</b> I would say is er I've already told you that.,line
